ID1,ID2,lat,long,el
91,1500,41.96845433,-124.1383929,383.7431877
91,1500,41.73766746,-123.962803,411.1751868
91,1500,41.57508717,-124.0184934,386.4863876
91,1500,41.98293843,-124.0676319,387.0959876
91,1500,41.88794344,-123.8314282,437.083186
91,1500,41.60416865,-124.0233696,315.7727899
91,1500,41.57306705,-124.0054357,316.9919899
91,1500,41.8675368,-124.0935224,388.9247876
91,1500,41.79502909,-123.9984588,403.5551871
91,1500,41.73256177,-124.0468424,442.2647858
91,1500,41.9585017,-124.0694854,315.4679899
91,1500,41.85606005,-123.9174236,453.8471855
91,1500,41.88725271,-123.8541412,314.8583899
91,1500,41.83456846,-123.9811953,396.5447873
91,1500,41.92061206,-124.0347957,378.2567879
91,1500,41.53578894,-123.9515958,360.8831885
91,1500,41.98304284,-124.0643832,367.5887882
91,1500,41.85372759,-123.9140465,411.7847868
91,1500,41.6803917,-124.0017477,418.4903866
91,1500,41.95321664,-124.1570256,318.8207898
91,1500,41.82479291,-124.0585866,400.2023872
91,1500,41.64406052,-124.0709711,391.9727875
91,1500,41.71687788,-124.0037982,401.1167872
91,1500,41.54802575,-124.0266741,375.818388
91,1500,41.88968589,-123.8542732,345.033589
91,1500,41.89968932,-124.0791203,353.8727887
91,1500,41.78902947,-124.0338254,355.7015886
91,1500,41.57125037,-123.9859184,421.2335865
91,1500,41.94941378,-124.1242698,393.4967874
91,1500,41.89853211,-124.114814,438.911986
91,1500,41.74493188,-124.041058,434.6447861
91,1500,41.86173888,-123.9697209,309.9815901
91,1500,41.64126943,-124.0060294,374.294388
91,1500,41.93966184,-124.0488891,327.6599895
91,1500,41.6490814,-123.9125272,323.0879897
91,1500,41.72368091,-123.9425682,423.9767864
91,1500,41.84001344,-124.0399664,365.4551883
91,1500,41.58543275,-123.999657,437.997586
91,1500,41.89295956,-123.9844673,345.033589
91,1500,41.91574589,-124.0345193,437.083186
91,1500,41.65358006,-124.0779944,316.6871899
91,2000,41.91211686,-123.9952961,558.0887821
91,2000,41.95692476,-124.1181989,498.957584
91,2000,41.62181182,-124.0049361,601.0655808
91,2000,41.93625282,-123.9251002,552.6023823
91,2000,41.91972367,-123.9859688,538.5815828
91,2000,41.90409746,-124.0176024,604.7231806
91,2000,41.90187056,-124.0109745,490.7279843
91,2000,41.86558129,-124.0024281,472.1351849
91,2000,41.65860981,-123.9195298,510.2351837
91,2000,41.54379289,-123.9293971,567.2327818
91,2000,41.88815138,-124.0589555,524.8655832
91,2000,41.74628093,-123.9211137,541.0199827
91,2000,41.92325221,-124.0284418,544.3727826
91,2000,41.9228916,-123.8040487,484.9367845
91,2000,41.78142048,-124.0431305,514.5023835
91,2000,41.63458821,-123.9862214,533.7047829
91,2000,41.95632265,-123.90669,563.270382
91,2000,41.74503558,-124.0378201,481.8887846
91,2000,41.77273803,-123.9323065,566.0135819
91,2000,41.88555809,-123.9873024,597.1031809
91,2000,41.73523488,-123.9626676,476.4023848
91,2000,41.69205832,-123.9408179,506.2727838
91,2000,41.57084047,-123.9988389,469.087185
91,2000,41.9486207,-123.919278,557.1743822
91,2000,41.75792201,-124.0158404,492.2519842
91,2000,41.85207386,-124.0439006,579.7295814
91,2000,41.9414214,-123.915628,515.4167835
91,2000,41.91139667,-124.0180152,519.9887834
91,2000,41.69312301,-124.0608092,478.8407847
91,2000,41.82980491,-123.977681,584.9111813
91,2000,41.75134742,-123.914905,521.5127833
91,2000,41.71546908,-123.9712948,481.8887846
91,2000,41.93691642,-124.0584904,520.5983833
91,2000,41.5879734,-123.9188849,602.2847807
91,2000,41.72874832,-123.9363629,580.0343814
91,2000,41.68189611,-124.0310005,585.5207813
91,2000,41.9778137,-123.9989946,561.746382
91,2000,41.69438957,-123.9441883,588.2639812
91,2000,41.72165254,-123.9294854,608.0759805
91,2000,41.65121207,-123.9223624,543.4583826
91,2000,41.97162329,-123.8847542,541.6295827
91,2000,41.87195177,-124.0320332,604.1135807
91,2000,41.60721892,-124.0041165,492.2519842
91,2000,41.884882,-124.0847708,459.0287853
91,2000,41.52352773,-123.9541507,548.3351825
91,2000,41.84731195,-124.0403812,536.4479828
91,2000,41.96281737,-123.9330763,559.0031821
91,2000,41.92424532,-123.83989,546.5063825
91,2000,41.6686409,-123.9103611,535.8383829
91,2000,41.64128121,-123.9282938,594.359981
91,2500,41.95255355,-124.0268512,658.9775789
91,2500,41.69661936,-123.9507948,637.9463796
91,2500,41.52889805,-123.9382788,760.7807757
91,2500,41.9755856,-123.9923604,741.5783763
91,2500,41.76645115,-123.9773847,648.9191792
91,2500,41.98441431,-123.9440371,761.0855756
91,2500,41.75691436,-123.8925019,683.9711781
91,2500,41.92717065,-123.8237889,690.0671779
91,2500,41.89494752,-123.841557,740.3591763
91,2500,41.62536984,-123.9695145,619.6583802
91,2500,41.68374528,-123.9727673,663.8543788
91,2500,41.70046584,-123.9834252,736.7015764
91,2500,41.5391304,-123.9226718,721.4615769
91,2500,41.96869002,-123.9008629,639.4703795
91,2500,41.89631011,-123.9553995,714.7559771
91,2500,41.74841119,-123.9309626,631.2407798
91,2500,41.89032404,-123.9128122,705.9167774
91,2500,41.97455452,-123.8686442,629.4119799
91,2500,41.73675152,-123.9141023,691.5911779
91,2500,41.5664858,-123.9047626,641.9087795
91,2500,41.90293576,-123.8192338,677.5703783
91,2500,41.55199341,-123.9007347,744.9311762
91,2500,41.9031656,-124.0468091,697.0775777
91,2500,41.67979493,-123.9433803,722.3759769
91,2500,41.74171725,-123.9111319,703.1735775
91,2500,41.67736252,-123.9432457,719.327977
91,2500,41.76655322,-123.9741457,671.4743785
91,2500,41.72631574,-123.9362284,663.2447788
91,2500,41.58787277,-123.9221159,659.2823789
91,2500,41.75347819,-123.9247543,611.1239804
91,2500,41.94508482,-123.7954798,726.6431767
91,2500,41.89001393,-124.000554,639.4703795
91,2500,41.92385022,-123.8528755,639.7751795
91,2500,41.98775232,-123.9930449,753.4655759
91,2500,41.70563717,-123.9739885,649.5287792
91,2500,41.78013716,-123.9294701,665.9879787
91,2500,41.8853573,-123.9157887,663.8543788
91,2500,41.66387785,-123.9846199,626.05918
91,2500,41.83486514,-123.8935217,704.6975774
91,2500,41.53122889,-123.9416414,712.0127772
91,2500,41.93690407,-123.824313,745.2359762
91,2500,41.57135003,-123.9050288,727.2527767
91,2500,41.63215598,-123.9860854,651.9671791
91,2500,41.55858672,-123.9237414,715.0607771
91,2500,41.74354591,-123.9306939,619.6583802
91,2500,41.99220818,-124.0063159,754.3799759
91,2500,41.59577189,-123.9031291,751.027176
91,2500,41.65577433,-123.9323323,673.9127784
91,2500,41.92246352,-123.976367,623.92558
91,2500,41.89301732,-124.0592335,632.7647798
91,3000,41.55442549,-123.9008676,831.7991734
91,3000,41.97146232,-123.8099056,827.8367735
91,3000,41.97008434,-123.8553852,904.951171
91,3000,41.6747275,-123.9495809,900.9887712
91,3000,41.97866497,-123.8135465,849.7823728
91,3000,41.79107305,-123.8911252,860.1455725
91,3000,41.97623145,-123.8134157,875.690372
91,3000,41.64361264,-123.9316614,786.3839748
91,3000,41.91415208,-123.9303817,893.9783714
91,3000,41.80750194,-123.9115028,907.389571
91,3000,41.61169012,-123.9396141,907.084771
91,3000,41.83759766,-123.8839278,809.8535741
91,3000,41.76887796,-123.8996457,908.6087709
91,3000,41.98655177,-123.7944431,875.995172
91,3000,41.98547479,-123.8301849,863.1935724
91,3000,41.91841135,-123.950127,825.0935736
91,3000,41.61422343,-123.9365163,890.0159715
91,3000,41.86599318,-123.9114727,804.9767742
91,3000,41.83183088,-123.9128412,811.072774
91,3000,41.94223512,-123.967716,869.2895722
91,3000,41.95919704,-123.8125007,777.8495751
91,3000,41.96961436,-123.7902839,868.0703722
91,3000,41.91575627,-123.8784475,880.2623718
91,3000,41.96971166,-123.7870354,894.8927714
91,3000,41.93278918,-123.8793778,879.6527719
91,3000,41.86862695,-123.9051191,877.8239719
91,3000,41.73958545,-123.9012845,772.3631753
91,3000,41.8791589,-123.8796999,882.3959718
91,3000,41.65931968,-123.9746455,907.389571
91,3000,41.77638592,-123.9714497,831.1895734
91,3000,41.91535722,-123.8914313,844.295973
91,3000,41.9789236,-123.8851538,789.1271747
91,3000,41.95012105,-123.8705659,893.9783714
91,3000,41.87895949,-123.8861885,836.6759732
91,3000,41.54946119,-123.903831,836.3711732
91,3000,41.95578037,-123.8448488,825.7031736
91,3000,41.6208107,-123.9595464,834.5423733
91,3000,41.56415387,-123.9013995,789.7367747
91,3000,41.58777205,-123.9253469,798.8807744
91,3000,41.78347456,-123.9004457,899.4647712
91,3000,41.87935798,-123.8732113,855.8783726
91,3000,41.6020624,-123.935845,880.8719718
91,3000,41.65212472,-123.9710047,897.6359713
91,3000,41.80283692,-123.9047537,863.4983724
91,3000,41.90340611,-123.9622965,849.4775728
91,3000,41.89671571,-123.9424195,855.2687726
91,3000,41.92662057,-123.9213159,765.6575755
91,3000,41.95393787,-123.8252305,872.0327721
91,3000,41.94936534,-123.8152256,853.1351727
91,3000,41.92814413,-123.9506684,851.6111727
91,3500,41.62162114,-123.9336867,993.3431682
91,3500,41.94992208,-123.877061,1011.326368
91,3500,41.68172014,-123.959691,937.25997
91,3500,41.95071593,-123.8510805,986.6375684
91,3500,41.93601682,-123.8535356,958.2911693
91,3500,41.63124917,-123.9374565,957.0719694
91,3500,41.87369348,-123.8988985,917.1431707
91,3500,41.87622665,-123.8957879,1026.261567
91,3500,41.95468921,-123.8805745,1026.261567
91,3500,41.53983314,-123.9000701,947.3183697
91,3500,41.97564235,-123.8329084,1047.292766
91,3500,41.62820899,-123.9567189,941.5271699
91,3500,41.90857724,-123.9528314,922.6295705
91,3500,41.661752,-123.9747812,978.7127687
91,3500,41.93854908,-123.8504207,982.0655686
91,3500,41.56122005,-123.9174156,936.65037
91,3500,41.88635863,-123.8833431,1028.395167
91,3500,41.96941952,-123.796781,983.8943685
91,3500,41.95265378,-123.8674509,956.7671694
91,3500,41.99365743,-123.8013327,943.0511698
91,3500,41.64037031,-123.957394,1042.111167
91,3500,41.99112618,-123.8044519,1026.261567
91,3500,41.64787021,-123.9513319,1004.011168
91,3500,41.64989612,-123.9644017,997.0007681
91,3500,41.98820306,-123.8205683,1029.919167
91,3500,41.98586759,-123.817188,927.8111703
91,3500,41.90319117,-123.8907649,1061.313566
91,3500,41.66205773,-123.9650783,961.0343692
91,3500,41.9722424,-123.7839166,965.6063691
91,3500,41.94321786,-123.8571791,924.7631704
91,3500,41.97876287,-123.8102975,964.0823691
91,3500,41.83079628,-123.8673188,995.4767681
91,3500,41.91312368,-123.8848064,1000.353568
91,3500,41.97311038,-123.8360257,997.9151681
91,3500,41.91059065,-123.887919,1003.096768
91,3500,41.97243659,-123.7774192,929.3351703
91,3500,41.95295136,-123.8577079,1041.196767
91,3500,41.89925002,-123.9393095,1006.144768
91,3500,41.90411629,-123.9395793,1015.898367
91,3500,41.88829213,-123.8996996,1056.131966
91,3500,41.9925824,-123.7557082,930.8591702
91,3500,41.68405086,-123.9630615,921.7151705
91,3500,41.91565663,-123.8816935,936.04077
91,3500,41.98839913,-123.8140695,941.5271699
91,3500,41.98284437,-123.8365518,917.1431707
91,3500,41.95051797,-123.8575757,1040.891967
91,3500,41.96988615,-123.8618821,925.6775704
91,3500,41.6313502,-123.9342236,919.8863706
91,3500,41.80323727,-123.8917906,954.9383694
91,3500,41.97010002,-123.7740411,1025.347167
91,4000,41.78640705,-123.884379,1085.697565
91,4000,41.97340555,-123.8262797,1077.163166
91,4000,41.62638463,-123.9371878,1069.847966
91,4000,41.77667584,-123.8838478,1095.755965
91,4000,41.97749755,-123.7711804,1128.674364
91,4000,41.88849224,-123.8932102,1080.515965
91,4000,41.82359663,-123.8636801,1147.876763
91,4000,41.94331687,-123.8539318,1086.916765
91,4000,41.53720074,-123.9063946,1128.064764
91,4000,41.81366631,-123.8696341,1192.377562
91,4000,41.9603506,-123.8548565,1096.365565
91,4000,41.78903917,-123.8780314,1161.287963
91,4000,41.62364882,-123.9467513,1100.023165
91,4000,41.61645339,-123.9431151,1079.296765
91,4000,41.90065803,-123.8938769,1088.135965
91,4000,41.811134,-123.8727429,1134.160764
91,4000,41.62121658,-123.9466166,1107.947965
91,4000,41.62831052,-123.9534862,1074.724766
91,4000,41.8283633,-123.8671865,1076.553566
91,4000,41.8208657,-123.8732729,1082.649565
91,4000,41.53486894,-123.9030329,1120.444764
91,4000,41.9751608,-123.7678023,1153.363163
91,4000,41.94818361,-123.854196,1077.467966
91,4000,41.80140243,-123.8722131,1121.054364
91,4000,41.88859217,-123.8899655,1091.488765
91,4000,41.54196449,-123.9098898,1101.851965
91,4000,41.53953246,-123.9097566,1103.985565
91,4000,41.96044956,-123.8516085,1090.574365
91,4000,41.89102531,-123.8900987,1105.204765
91,4000,41.80840243,-123.8823337,1089.050365
91,4000,41.81873072,-123.8634158,1214.627961
91,4000,41.80586982,-123.8854418,1089.964765
91,4000,41.7988701,-123.8753213,1084.783165
91,4000,41.9654153,-123.8486243,1078.687165
91,4000,41.78650673,-123.8811389,1119.835164
91,4000,41.9434158,-123.8506846,1099.413565
91,4000,41.82816455,-123.8736704,1116.177564
91,4000,41.81346743,-123.8761167,1076.553566
91,4000,41.95548378,-123.8545923,1101.242365
91,4000,41.81853217,-123.8698988,1135.684764
91,4000,41.95791719,-123.8547244,1127.455164
91,4000,41.88595909,-123.8963215,1074.419966
91,4000,41.82349738,-123.8669219,1084.783165
91,4000,41.82116367,-123.8635479,1179.575962
91,4000,41.63094558,-123.9471553,1092.707965
91,4000,41.89082537,-123.8965883,1111.605564
91,4000,41.62375009,-123.9435187,1091.793565
91,4000,41.80577002,-123.8886828,1078.077566
91,4000,41.97330725,-123.8295284,1068.019166
91,4000,41.79896955,-123.8720807,1126.235964
91,500,41.75743514,-124.106657,72.23759769
91,500,41.75955095,-124.1165129,106.9847966
91,500,41.79719713,-124.0829822,47.24399849
91,500,41.99447308,-124.1626982,99.05999683
91,500,41.77920516,-124.1858067,16.76399946
91,500,41.81243123,-124.139056,37.18559881
91,500,41.98939275,-124.1689105,80.77199742
91,500,41.92931255,-124.1426167,20.11679936
91,500,41.87124122,-124.1294825,8.839199717
91,500,41.7993149,-124.0928429,96.62159691
91,500,41.52665424,-124.0092991,146.6087953
91,500,41.77790962,-124.2246775,15.84959949
91,500,41.7655741,-124.1558002,13.41119957
91,500,41.98896384,-124.1819061,70.40879775
91,500,41.84691335,-124.1280693,136.5503956
91,500,41.6687074,-124.1371885,85.03919728
91,500,41.57870743,-124.0575326,126.187196
91,500,41.55112056,-124.0818445,142.3415954
91,500,41.81168531,-124.1617419,12.80159959
91,500,41.88699249,-124.1694036,6.400799795
91,500,41.8691261,-124.1196107,49.37759842
91,500,41.68805873,-124.1415538,71.01839773
91,500,41.98209326,-124.1684817,125.882396
91,500,41.98706659,-124.1655188,30.47999902
91,500,41.7552028,-124.1746615,8.534399727
91,500,41.99604837,-124.1888347,10.66799966
91,500,41.86001761,-124.1743198,6.400799795
91,500,41.59447546,-124.0972743,32.91839895
91,500,41.83009606,-124.1205972,118.8719962
91,500,41.7885045,-124.1993381,7.924799746
91,500,41.87271636,-124.1588165,11.27759964
91,500,41.84358231,-124.0044379,98.14559686
91,500,41.76353197,-124.217334,13.10639958
91,500,41.97193192,-124.1809025,101.4983968
91,500,41.86182765,-124.1191877,9.753599688
91,500,41.72717639,-124.0627515,129.2351959
91,500,41.86795751,-124.1552884,12.80159959
91,500,41.88594433,-124.1270866,97.84079687
91,500,41.70751678,-124.1426855,53.33999829
91,500,41.78281475,-124.1503159,20.72639934
91,500,41.81483014,-124.2138817,8.839199717
91,500,41.72221696,-124.1402978,89.30639714
91,500,41.92233229,-124.1324533,120.3959961
91,500,41.84693722,-123.9753912,103.0223967
91,500,41.81379697,-124.1716069,3.352799893
91,500,41.56525599,-124.0211753,110.0327965
91,500,41.8026675,-124.2131611,11.58239963
91,500,41.93500639,-124.1917393,3.352799893
91,500,41.79461779,-124.0114198,141.7319955
91,500,41.80395954,-124.1742767,9.753599688
92,0,41.29264834,-124.0896742,0
92,0,41.03129468,-124.1133376,0
92,0,40.99219794,-124.11752,0
92,0,40.97254441,-124.1228126,0
92,0,40.83011646,-124.085835,0
92,0,40.7849853,-124.1985056,0
92,0,40.69951808,-124.2063201,0
92,0,40.6955706,-124.2508477,0
92,0,40.67007292,-124.2845008,0
92,0,40.6627849,-124.2840682,0
92,0,40.6628947,-124.2808791,0
92,0,40.66311407,-124.2745009,0
92,0,40.66079429,-124.271168,0
92,0,40.66090377,-124.2679789,0
92,0,40.65858381,-124.2646463,0
92,0,40.65251743,-124.2994347,0
92,0,40.64654645,-124.2607404,0
92,1000,41.13327123,-124.1224012,159.4103949
92,1000,41.07776912,-123.87819,212.4455932
92,1000,41.0681455,-123.8744572,266.6999915
92,1000,41.11340263,-124.1341216,206.6543934
92,1000,41.21621137,-124.0434529,190.4999939
92,1000,41.08463757,-124.0456845,159.1055949
92,1000,41.07616679,-123.9295186,287.4263908
92,1000,40.68102983,-124.0294528,237.1343924
92,1000,40.67207739,-124.080084,169.7735946
92,1000,40.97890451,-123.8471843,211.5311932
92,1000,41.1611447,-123.9373922,179.8319942
92,1000,41.05050581,-124.0469743,279.806391
92,1000,40.78235383,-124.0575223,164.2871947
92,1000,41.49586056,-123.9817105,175.5647944
92,1000,41.40760315,-123.9993945,276.1487912
92,1000,40.67818623,-124.0420778,227.0759927
92,1000,40.55093139,-124.2806293,183.4895941
92,1000,41.27222903,-124.0433934,288.3407908
92,1000,41.33647459,-124.0147708,168.2495946
92,1000,40.73187287,-124.1122528,194.7671938
92,1000,41.48603112,-123.9843945,242.3159922
92,1000,41.47609937,-123.9903036,156.057595
92,1000,40.52385226,-124.218427,272.7959913
92,1000,41.19974545,-124.1004702,247.1927921
92,1000,41.03411352,-124.0267802,208.1783933
92,1000,41.25784973,-124.0361381,167.3351946
92,1000,40.530607,-124.0146914,197.8151937
92,1000,41.30478307,-123.9388458,185.6231941
92,1000,41.06626765,-124.0864215,217.627193
92,1000,40.58999603,-124.0594881,226.4663928
92,1000,40.74423212,-124.1065598,180.7463942
92,1000,41.23943241,-124.0028913,254.2031919
92,1000,40.84224122,-123.9359739,217.322393
92,1000,41.32960108,-123.9240875,224.0279928
92,1000,40.73965304,-124.023133,167.3351946
92,1000,41.02035413,-124.0003201,195.0719938
92,1000,41.04636827,-123.8700704,215.4935931
92,1000,40.5355686,-124.0117773,235.9151925
92,1000,40.93469135,-123.937826,272.1863913
92,1000,41.49824763,-124.0594262,252.9839919
92,1000,40.58244936,-123.9154409,283.4639909
92,1000,41.4453741,-124.0370409,295.6559905
92,1000,41.32752196,-124.0658674,181.6607942
92,1000,41.09394423,-124.0590668,240.7919923
92,1000,41.35501848,-123.8899959,193.2431938
92,1000,40.68453892,-124.0711998,202.3871935
92,1000,41.42949583,-123.9231137,204.2159935
92,1000,40.92081419,-123.9146206,285.5975909
92,1000,41.42595171,-123.9584406,156.971995
92,1000,40.56372447,-123.968669,174.6503944
92,1500,40.82826068,-123.9928546,441.9599859
92,1500,40.93549512,-123.9891861,389.8391875
92,1500,40.67089734,-124.0416695,366.9791883
92,1500,41.01630384,-123.8973478,454.4567855
92,1500,40.75697097,-124.0145013,318.5159898
92,1500,40.78137266,-124.0126601,433.7303861
92,1500,41.17177468,-123.9862431,453.5423855
92,1500,41.25675788,-123.9941944,359.0543885
92,1500,41.00901984,-123.9740046,420.6239865
92,1500,40.61831385,-124.0866266,431.5967862
92,1500,40.64169969,-123.8100556,361.4927884
92,1500,41.34631855,-123.9346812,402.0311871
92,1500,40.80029639,-124.0297206,307.2383902
92,1500,40.59925544,-123.9227363,359.0543885
92,1500,40.64458554,-124.0274188,364.2359883
92,1500,41.47063389,-123.9318355,446.2271857
92,1500,40.66292866,-123.9869045,378.8663879
92,1500,41.39595755,-123.9826034,374.903988
92,1500,41.41794378,-123.9805995,320.9543897
92,1500,41.31024426,-123.9971791,353.5679887
92,1500,40.90683306,-123.8946246,372.1607881
92,1500,40.58589488,-123.9603115,384.9623877
92,1500,41.45047154,-123.9533383,455.3711854
92,1500,40.4986423,-123.792958,343.204789
92,1500,40.6218293,-123.9782489,368.5031882
92,1500,40.65548817,-124.0663664,367.8935882
92,1500,40.89003421,-123.9642295,331.9271894
92,1500,41.18543628,-124.0159691,345.6431889
92,1500,40.64167362,-123.9665654,400.2023872
92,1500,40.56735637,-124.00716,330.7079894
92,1500,41.45927944,-123.905365,370.0271882
92,1500,40.75110405,-123.892611,314.5535899
92,1500,40.51604797,-123.9373548,310.2863901
92,1500,40.50137069,-123.9397438,329.7935894
92,1500,41.19655628,-124.0487823,441.3503859
92,1500,40.6689077,-123.9520852,450.4943856
92,1500,40.80012012,-123.9592827,444.7031858
92,1500,41.04900623,-124.017978,383.7431877
92,1500,41.24327559,-123.8807081,456.8951854
92,1500,41.44620028,-124.0112455,316.0775899
92,1500,40.79481505,-124.0486207,314.5535899
92,1500,40.6324708,-124.1002038,405.383987
92,1500,41.00973138,-123.95157,393.1919874
92,1500,40.84790649,-123.9106572,403.8599871
92,1500,40.64038864,-124.0814875,445.0079858
92,1500,40.74735452,-124.0107669,406.603187
92,1500,40.7588108,-123.957014,452.9327855
92,1500,41.01739857,-123.8620885,308.4575901
92,1500,40.99563849,-124.0117844,318.8207898
92,1500,41.2476067,-124.0516677,341.3759891
92,2000,41.48622997,-123.9003749,586.1303812
92,2000,40.65472491,-123.781992,562.660782
92,2000,41.17235135,-124.0441977,485.2415845
92,2000,41.14301248,-123.9717786,509.6255837
92,2000,40.92912169,-123.9599697,536.4479828
92,2000,41.04279043,-123.8281231,526.9991831
92,2000,40.62547714,-123.940128,557.7839822
92,2000,40.85639481,-123.8726747,561.136782
92,2000,40.62306794,-124.0900892,499.567184
92,2000,41.04820182,-123.8894422,484.6319845
92,2000,40.92329868,-123.8345911,512.0639836
92,2000,41.38206473,-123.8817856,588.8735812
92,2000,40.68003757,-123.9079526,554.1263823
92,2000,40.75425502,-123.9471664,540.4103827
92,2000,41.17752397,-124.0348349,549.8591824
92,2000,41.37650553,-123.9815202,544.3727826
92,2000,40.51778638,-123.8035277,496.8239841
92,2000,40.56554191,-123.987914,468.477585
92,2000,41.28918069,-123.9702183,578.8151815
92,2000,40.75009255,-124.001322,491.6423843
92,2000,40.78010295,-123.7405705,583.0823813
92,2000,40.53459806,-123.8107906,577.9007815
92,2000,40.79272855,-123.9620775,576.3767816
92,2000,40.96496585,-123.9811955,509.3207837
92,2000,40.60427267,-123.8400053,576.9863815
92,2000,40.74605108,-123.9755067,596.7983809
92,2000,40.62917957,-124.0521097,570.5855817
92,2000,41.25392863,-123.9296066,577.2911815
92,2000,41.23924077,-123.9320218,607.4663806
92,2000,41.31663611,-123.949171,507.1871838
92,2000,40.49553008,-123.8151076,606.8567806
92,2000,41.21955952,-123.8601049,604.4183807
92,2000,40.6520011,-123.9479649,513.5879836
92,2000,41.49282281,-123.9233605,526.0847832
92,2000,41.26693625,-123.8239953,474.5735848
92,2000,40.70464224,-123.9764218,480.0599846
92,2000,41.04959058,-123.8445464,550.4687824
92,2000,40.8850008,-123.8133219,519.6839834
92,2000,40.48348047,-123.8112852,570.8903817
92,2000,41.13307968,-123.9004758,581.8631814
92,2000,41.27702456,-123.9695443,547.4207825
92,2000,40.98573004,-123.9406222,469.087185
92,2000,41.17683682,-123.9028561,523.9511832
92,2000,40.68722557,-123.988247,519.0743834
92,2000,40.57020119,-123.9179683,542.2391826
92,2000,41.41347657,-123.8899485,487.0703844
92,2000,41.08578885,-123.9332593,559.6127821
92,2000,40.7889444,-123.8498465,588.8735812
92,2000,41.10836872,-123.9891513,574.2431816
92,2000,41.4355615,-123.8846914,472.4399849
92,2500,41.00146875,-123.8259221,727.5575767
92,2500,41.24922839,-123.8455979,647.3951793
92,2500,41.16438115,-123.9118305,666.5975787
92,2500,40.63863177,-123.9089056,650.4431792
92,2500,40.53325568,-123.9319131,755.2943758
92,2500,41.2425251,-123.8259132,612.3431804
